District,Location,House_Size,Bedrooms,Bathrooms,Area_sqft,Budget_BDT,Source
Cumilla,Shashongacha,Large,3,,2080,8137941,Cumilla_housing
Cumilla,Kotbari,Medium,3,,1716,5878281,Cumilla_housing
Cumilla,Kandirpar,Large,3,,2065,9627911,Cumilla_housing
Cumilla,Police Line,Large,3,,1916,7537245,Cumilla_housing
Cumilla,Chawkbazar,Large,3,,1977,7364062,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1386,4866303,Cumilla_housing
Cumilla,Jhawtala,Large,3,,2105,10212540,Cumilla_housing
Cumilla,Bagichagaon,Large,3,,1976,8871662,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1272,6696332,Cumilla_housing
Cumilla,Police Line,Medium,2,,1488,5961257,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1628,5712035,Cumilla_housing
Cumilla,Kotbari,Large,3,,2138,8574484,Cumilla_housing
Cumilla,Shashongacha,Large,4,,2382,9589819,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1431,5497538,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1339,6427695,Cumilla_housing
Cumilla,Police Line,Large,3,,2007,8614765,Cumilla_housing
Cumilla,Kandirpar,Large,3,,2044,9284524,Cumilla_housing
Cumilla,Bagichagaon,Large,3,,1980,9050245,Cumilla_housing
Cumilla,Race Course,Medium,2,,1304,5834605,Cumilla_housing
Cumilla,Race Course,Small,2,,996,4063510,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1216,4947104,Cumilla_housing
Cumilla,Kandirpar,Large,3,,1843,8644930,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1340,4471868,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1389,6973318,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1131,4987179,Cumilla_housing
Cumilla,Police Line,Large,3,,2102,9066119,Cumilla_housing
Cumilla,Police Line,Medium,2,,1503,6863657,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1480,7496736,Cumilla_housing
Cumilla,Kandirpar,Large,3,,2109,10080062,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1379,5570538,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1270,5664634,Cumilla_housing
Cumilla,Jhawtala,Large,4,,2519,10763702,Cumilla_housing
Cumilla,Dharmapur,Large,3,,1995,6533648,Cumilla_housing
Cumilla,Shashongacha,Large,3,,1905,7272737,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1283,6285992,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1569,7643608,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1029,4481471,Cumilla_housing
Cumilla,Kandirpar,Medium,3,,1799,7934305,Cumilla_housing
Cumilla,Tomsom Bridge,Large,3,,1847,7837811,Cumilla_housing
Cumilla,Chawkbazar,Small,2,,800,3972888,Cumilla_housing
Cumilla,Dharmapur,Large,3,,1991,7539953,Cumilla_housing
Cumilla,Dharmapur,Medium,3,,1735,5565047,Cumilla_housing
Cumilla,Bagichagaon,Large,3,,1894,8086089,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1629,6883782,Cumilla_housing
Cumilla,Jhawtala,Medium,3,,1663,7650960,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1471,5928772,Cumilla_housing
Cumilla,Chawkbazar,Large,3,,2138,8875024,Cumilla_housing
Cumilla,Shashongacha,Medium,3,,1656,6375992,Cumilla_housing
Cumilla,Race Course,Large,3,,2110,8903176,Cumilla_housing
Cumilla,Shashongacha,Large,3,,2080,7762745,Cumilla_housing
Cumilla,Race Course,Large,3,,2004,8414309,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1500,6069839,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1558,7412960,Cumilla_housing
Cumilla,Race Course,Medium,3,,1724,7879397,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1406,5763400,Cumilla_housing
Cumilla,Shashongacha,Large,3,,2001,7652789,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1545,5500765,Cumilla_housing
Cumilla,Race Course,Medium,2,,1602,7945304,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1359,7093931,Cumilla_housing
Cumilla,Shashongacha,Large,3,,2092,7910656,Cumilla_housing
Cumilla,Kandirpar,Small,2,,909,5162396,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1399,7418996,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1133,5392095,Cumilla_housing
Cumilla,Kandirpar,Large,3,,1822,8037726,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1235,5304640,Cumilla_housing
Cumilla,Chawkbazar,Large,3,,1810,6619990,Cumilla_housing
Cumilla,Dharmapur,Medium,3,,1690,5966355,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1400,6270037,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1586,7961256,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1456,6861757,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1543,6764674,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1017,3999943,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1291,7027746,Cumilla_housing
Cumilla,Dharmapur,Large,3,,1924,7718611,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1518,5945245,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1458,7412905,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1468,5627775,Cumilla_housing
Cumilla,Tomsom Bridge,Large,3,,1994,8926149,Cumilla_housing
Cumilla,Dharmapur,Large,4,,2346,8863802,Cumilla_housing
Cumilla,Police Line,Medium,2,,1283,5532109,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1485,5019720,Cumilla_housing
Cumilla,Race Course,Large,3,,1922,8093744,Cumilla_housing
Cumilla,Race Course,Large,3,,1929,8473378,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1232,6438565,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1452,5925088,Cumilla_housing
Cumilla,Kotbari,Large,3,,1829,7841703,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1071,6576952,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1191,4335406,Cumilla_housing
Cumilla,Dharmapur,Medium,3,,1691,6531527,Cumilla_housing
Cumilla,Race Course,Large,3,,2155,8151121,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1351,7215514,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1542,7113939,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1505,7420957,Cumilla_housing
Cumilla,Race Course,Medium,2,,1172,5986017,Cumilla_housing
Cumilla,Dharmapur,Large,3,,2012,7601016,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,3,,1702,7624885,Cumilla_housing
Cumilla,Shashongacha,Large,3,,1817,7460530,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1285,5482064,Cumilla_housing
Cumilla,Police Line,Large,3,,2003,8783910,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1474,5937894,Cumilla_housing
Cumilla,Jhawtala,Medium,3,,1725,7785712,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1368,7523087,Cumilla_housing
Cumilla,Kotbari,Medium,3,,1735,6680783,Cumilla_housing
Cumilla,Chawkbazar,Small,2,,858,3191047,Cumilla_housing
Cumilla,Jhawtala,Large,3,,1940,8518250,Cumilla_housing
Cumilla,Dharmapur,Small,2,,993,3531311,Cumilla_housing
Cumilla,Shashongacha,Medium,3,,1700,6498728,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1498,6934087,Cumilla_housing
Cumilla,Race Course,Large,3,,1990,8769958,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1541,7872140,Cumilla_housing
Cumilla,Kotbari,Medium,3,,1728,6762647,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1232,5869011,Cumilla_housing
Cumilla,Chawkbazar,Medium,3,,1673,7177076,Cumilla_housing
Cumilla,Race Course,Medium,2,,1514,5816788,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1204,5036630,Cumilla_housing
Cumilla,Chawkbazar,Medium,3,,1662,6320800,Cumilla_housing
Cumilla,Shashongacha,Large,3,,2074,8048097,Cumilla_housing
Cumilla,Chawkbazar,Large,3,,1970,7103767,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1181,5755839,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1382,5498714,Cumilla_housing
Cumilla,Kandirpar,Small,2,,943,6341206,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1295,6854579,Cumilla_housing
Cumilla,Chawkbazar,Large,3,,1859,6852896,Cumilla_housing
Cumilla,Shashongacha,Large,3,,1909,7402721,Cumilla_housing
Cumilla,Jhawtala,Large,3,,1878,8549255,Cumilla_housing
Cumilla,Chawkbazar,Large,3,,1823,6547654,Cumilla_housing
Cumilla,Police Line,Medium,2,,1301,5575288,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1577,7440985,Cumilla_housing
Cumilla,Kandirpar,Large,4,,2581,11935788,Cumilla_housing
Cumilla,Police Line,Large,3,,1880,7683632,Cumilla_housing
Cumilla,Race Course,Medium,2,,1507,7171454,Cumilla_housing
Cumilla,Dharmapur,Medium,3,,1727,6333212,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1467,6675325,Cumilla_housing
Cumilla,Tomsom Bridge,Large,3,,2194,9812896,Cumilla_housing
Cumilla,Kandirpar,Large,4,,2295,9484257,Cumilla_housing
Cumilla,Police Line,Medium,3,,1683,7168554,Cumilla_housing
Cumilla,Dharmapur,Small,2,,964,3713795,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1250,6376749,Cumilla_housing
Cumilla,Bagichagaon,Large,3,,2090,10121784,Cumilla_housing
Cumilla,Dharmapur,Medium,3,,1698,5671316,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1530,6585699,Cumilla_housing
Cumilla,Race Course,Large,3,,1812,8009245,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1244,5621994,Cumilla_housing
Cumilla,Bagichagaon,Large,3,,2006,10036968,Cumilla_housing
Cumilla,Race Course,Medium,3,,1667,6895448,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1480,5830686,Cumilla_housing
Cumilla,Race Course,Large,3,,1820,8053639,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1154,6573564,Cumilla_housing
Cumilla,Shashongacha,Large,4,,2561,10475896,Cumilla_housing
Cumilla,Tomsom Bridge,Large,3,,2015,8501684,Cumilla_housing
Cumilla,Race Course,Medium,3,,1762,7754601,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1354,5129226,Cumilla_housing
Cumilla,Police Line,Small,2,,879,4610426,Cumilla_housing
Cumilla,Chawkbazar,Large,3,,2022,8000684,Cumilla_housing
Cumilla,Jhawtala,Large,4,,2397,10820965,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1527,7663613,Cumilla_housing
Cumilla,Jhawtala,Large,3,,2131,9040457,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1309,5865446,Cumilla_housing
Cumilla,Kandirpar,Large,3,,1831,8711001,Cumilla_housing
Cumilla,Shashongacha,Large,3,,2187,8191237,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1525,6662930,Cumilla_housing
Cumilla,Dharmapur,Small,2,,800,3076732,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1513,6694642,Cumilla_housing
Cumilla,Shashongacha,Medium,3,,1697,6106342,Cumilla_housing
Cumilla,Race Course,Medium,2,,1614,8022609,Cumilla_housing
Cumilla,Dharmapur,Medium,3,,1661,6278366,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1430,5658466,Cumilla_housing
Cumilla,Race Course,Large,3,,1824,8332813,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1124,3237356,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1407,7085485,Cumilla_housing
Cumilla,Tomsom Bridge,Large,3,,1918,8016189,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1625,6548718,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1559,5527172,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1613,6482017,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1383,5349664,Cumilla_housing
Cumilla,Chawkbazar,Large,3,,1883,7593319,Cumilla_housing
Cumilla,Race Course,Medium,2,,1542,7160105,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1377,4739799,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1558,7843220,Cumilla_housing
Cumilla,Race Course,Medium,2,,1251,6560724,Cumilla_housing
Cumilla,Bagichagaon,Small,2,,979,5989399,Cumilla_housing
Cumilla,Dharmapur,Large,3,,1885,6540455,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1430,5691961,Cumilla_housing
Cumilla,Race Course,Medium,2,,1402,7111768,Cumilla_housing
Cumilla,Kandirpar,Small,2,,800,6039773,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1524,5965548,Cumilla_housing
Cumilla,Race Course,Medium,2,,1111,4825547,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1085,5005335,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1259,5060727,Cumilla_housing
Cumilla,Jhawtala,Large,3,,2069,9259320,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1621,6707222,Cumilla_housing
Cumilla,Dharmapur,Medium,3,,1795,6784661,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1279,6726169,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,3,,1691,7461247,Cumilla_housing
Cumilla,Jhawtala,Medium,3,,1729,8179641,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1503,6415941,Cumilla_housing
Cumilla,Kotbari,Large,3,,1818,6784246,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1326,6208828,Cumilla_housing
Cumilla,Bagichagaon,Medium,3,,1775,8540883,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1544,5656251,Cumilla_housing
Cumilla,Kotbari,Small,2,,800,4003812,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1260,4456933,Cumilla_housing
Cumilla,Kotbari,Large,3,,2068,7789997,Cumilla_housing
Cumilla,Jhawtala,Large,4,,2301,10516809,Cumilla_housing
Cumilla,Jhawtala,Large,4,,2408,10672966,Cumilla_housing
Cumilla,Police Line,Medium,2,,1646,6438421,Cumilla_housing
Cumilla,Kandirpar,Large,3,,1911,9408017,Cumilla_housing
Cumilla,Shashongacha,Large,3,,1946,6647698,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1597,5759792,Cumilla_housing
Cumilla,Police Line,Small,2,,800,3620969,Cumilla_housing
Cumilla,Bagichagaon,Medium,3,,1693,7288865,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1459,7006366,Cumilla_housing
Cumilla,Police Line,Medium,2,,1497,6900444,Cumilla_housing
Cumilla,Tomsom Bridge,Large,3,,1807,6460474,Cumilla_housing
Cumilla,Shashongacha,Small,2,,804,3629453,Cumilla_housing
Cumilla,Kandirpar,Large,3,,2199,10253224,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1449,5996265,Cumilla_housing
Cumilla,Kandirpar,Large,4,,2614,11794755,Cumilla_housing
Cumilla,Dharmapur,Large,3,,1946,7044923,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1525,7984826,Cumilla_housing
Cumilla,Race Course,Large,3,,2136,9375352,Cumilla_housing
Cumilla,Kotbari,Large,4,,2293,7944669,Cumilla_housing
Cumilla,Race Course,Medium,2,,1383,6596537,Cumilla_housing
Cumilla,Chawkbazar,Large,3,,1937,6904470,Cumilla_housing
Cumilla,Police Line,Small,2,,900,4686378,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1400,5905403,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1035,5923603,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1440,6501295,Cumilla_housing
Cumilla,Race Course,Large,3,,1912,9096278,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1183,5394190,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1202,6385785,Cumilla_housing
Cumilla,Shashongacha,Large,3,,1831,6042260,Cumilla_housing
Cumilla,Kandirpar,Medium,3,,1664,7117888,Cumilla_housing
Cumilla,Dharmapur,Large,4,,2248,8157212,Cumilla_housing
Cumilla,Shashongacha,Large,4,,2266,8012277,Cumilla_housing
Cumilla,Dharmapur,Large,3,,1815,7048117,Cumilla_housing
Cumilla,Dharmapur,Large,3,,2141,8165236,Cumilla_housing
Cumilla,Race Course,Large,3,,1937,8888237,Cumilla_housing
Cumilla,Kotbari,Large,4,,2206,8327112,Cumilla_housing
Cumilla,Bagichagaon,Medium,3,,1676,7364295,Cumilla_housing
Cumilla,Kandirpar,Medium,3,,1665,7984757,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1153,5163261,Cumilla_housing
Cumilla,Race Course,Large,4,,2223,8920178,Cumilla_housing
Cumilla,Kotbari,Large,3,,2009,9402526,Cumilla_housing
Cumilla,Race Course,Large,3,,1837,8646112,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1079,5799299,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1065,3742734,Cumilla_housing
Cumilla,Race Course,Large,3,,1998,7813116,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1392,5088981,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1626,6019291,Cumilla_housing
Cumilla,Kotbari,Medium,3,,1689,6659735,Cumilla_housing
Cumilla,Race Course,Large,3,,1919,8418136,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1090,5391937,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1617,8345899,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1345,7738904,Cumilla_housing
Cumilla,Police Line,Large,3,,1968,8490951,Cumilla_housing
Cumilla,Bagichagaon,Medium,3,,1785,7965142,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1458,6498817,Cumilla_housing
Cumilla,Police Line,Medium,2,,1248,5759756,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1204,6667634,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1640,7935589,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,3,,1707,7041428,Cumilla_housing
Cumilla,Bagichagaon,Small,2,,877,5105809,Cumilla_housing
Cumilla,Dharmapur,Large,3,,1945,6498222,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1011,5123536,Cumilla_housing
Cumilla,Police Line,Medium,2,,1295,5410124,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1133,5295896,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1018,4831446,Cumilla_housing
Cumilla,Tomsom Bridge,Large,3,,1943,7549777,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1540,5604090,Cumilla_housing
Cumilla,Police Line,Large,3,,2186,9734034,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1402,4583523,Cumilla_housing
Cumilla,Police Line,Medium,2,,1418,6682767,Cumilla_housing
Cumilla,Police Line,Medium,3,,1796,7778222,Cumilla_housing
Cumilla,Bagichagaon,Large,3,,2152,9026225,Cumilla_housing
Cumilla,Dharmapur,Medium,3,,1737,6873210,Cumilla_housing
Cumilla,Bagichagaon,Large,3,,1824,8296688,Cumilla_housing
Cumilla,Shashongacha,Large,3,,1888,7809690,Cumilla_housing
Cumilla,Police Line,Medium,2,,1193,5599452,Cumilla_housing
Cumilla,Dharmapur,Large,3,,2040,7622852,Cumilla_housing
Cumilla,Police Line,Medium,2,,1493,6635992,Cumilla_housing
Cumilla,Chawkbazar,Large,4,,2231,9581730,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1409,6489216,Cumilla_housing
Cumilla,Tomsom Bridge,Small,2,,841,4570824,Cumilla_housing
Cumilla,Kandirpar,Large,3,,1803,8475354,Cumilla_housing
Cumilla,Shashongacha,Large,4,,2203,7807922,Cumilla_housing
Cumilla,Kotbari,Medium,3,,1722,7579362,Cumilla_housing
Cumilla,Kandirpar,Large,3,,1960,8563102,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1372,6273775,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1499,8038934,Cumilla_housing
Cumilla,Chawkbazar,Medium,3,,1740,6737490,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1105,4610875,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1525,5616547,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1394,4773717,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1072,5792117,Cumilla_housing
Cumilla,Kandirpar,Large,4,,2357,9896981,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1519,7642807,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1220,5433828,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1481,4974718,Cumilla_housing
Cumilla,Chawkbazar,Large,3,,1966,7192848,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1069,5621832,Cumilla_housing
Cumilla,Race Course,Medium,2,,1472,6441479,Cumilla_housing
Cumilla,Shashongacha,Large,3,,1883,7360374,Cumilla_housing
Cumilla,Jhawtala,Large,3,,1896,8798568,Cumilla_housing
Cumilla,Jhawtala,Small,2,,800,5233333,Cumilla_housing
Cumilla,Chawkbazar,Medium,3,,1775,6859135,Cumilla_housing
Cumilla,Race Course,Medium,2,,1402,5525550,Cumilla_housing
Cumilla,Shashongacha,Large,4,,2334,8273346,Cumilla_housing
Cumilla,Bagichagaon,Large,3,,2059,9209127,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1145,5435030,Cumilla_housing
Cumilla,Kandirpar,Small,2,,800,5106784,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1087,5304918,Cumilla_housing
Cumilla,Dharmapur,Medium,3,,1695,6255412,Cumilla_housing
Cumilla,Tomsom Bridge,Large,4,,2285,9284451,Cumilla_housing
Cumilla,Police Line,Medium,2,,1523,7104997,Cumilla_housing
Cumilla,Bagichagaon,Large,4,,2698,11709963,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1571,6755783,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1507,6146976,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1466,6679797,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1349,6588914,Cumilla_housing
Cumilla,Dharmapur,Large,3,,1983,7007046,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1432,7183013,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1540,6474941,Cumilla_housing
Cumilla,Kotbari,Large,3,,1873,7205839,Cumilla_housing
Cumilla,Kotbari,Medium,3,,1786,6509573,Cumilla_housing
Cumilla,Bagichagaon,Medium,3,,1700,7038532,Cumilla_housing
Cumilla,Dharmapur,Large,3,,2060,7364389,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1502,5185632,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1543,7270817,Cumilla_housing
Cumilla,Tomsom Bridge,Large,4,,2405,10007669,Cumilla_housing
Cumilla,Police Line,Medium,2,,1631,6643989,Cumilla_housing
Cumilla,Bagichagaon,Large,4,,2463,10903978,Cumilla_housing
Cumilla,Police Line,Medium,3,,1756,7131738,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1461,7647502,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1114,4376090,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1569,6629274,Cumilla_housing
Cumilla,Bagichagaon,Medium,3,,1734,8112043,Cumilla_housing
Cumilla,Bagichagaon,Large,3,,1993,8884348,Cumilla_housing
Cumilla,Shashongacha,Large,3,,1843,6778405,Cumilla_housing
Cumilla,Race Course,Medium,2,,1517,6716648,Cumilla_housing
Cumilla,Kotbari,Large,3,,1942,7835042,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1367,6677257,Cumilla_housing
Cumilla,Chawkbazar,Medium,3,,1770,6732237,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1200,6455159,Cumilla_housing
Cumilla,Kotbari,Medium,3,,1774,6229894,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1450,6830169,Cumilla_housing
Cumilla,Tomsom Bridge,Large,3,,2183,9196006,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1018,2853985,Cumilla_housing
Cumilla,Race Course,Large,3,,1804,8426949,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1508,7224518,Cumilla_housing
Cumilla,Shashongacha,Large,3,,2018,7899977,Cumilla_housing
Cumilla,Bagichagaon,Small,2,,953,5590441,Cumilla_housing
Cumilla,Race Course,Medium,2,,1275,6085559,Cumilla_housing
Cumilla,Police Line,Large,3,,1975,8692581,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1316,7035720,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1581,7527256,Cumilla_housing
Cumilla,Dharmapur,Medium,2,,1636,6897806,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1348,6814087,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1640,6679220,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1056,6358176,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1073,5280264,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1502,7116711,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1355,4780309,Cumilla_housing
Cumilla,Bagichagaon,Medium,2,,1646,8101307,Cumilla_housing
Cumilla,Dharmapur,Medium,3,,1656,6828593,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1164,6675478,Cumilla_housing
Cumilla,Jhawtala,Medium,3,,1757,8378791,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1076,5894247,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1295,4454188,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1364,5515098,Cumilla_housing
Cumilla,Kandirpar,Small,2,,800,5418542,Cumilla_housing
Cumilla,Kandirpar,Medium,2,,1187,6822910,Cumilla_housing
Cumilla,Shashongacha,Medium,2,,1070,4491280,Cumilla_housing
Cumilla,Kotbari,Medium,2,,1135,4929846,Cumilla_housing
Cumilla,Kandirpar,Medium,3,,1690,8130351,Cumilla_housing
Cumilla,Tomsom Bridge,Large,3,,2018,9871298,Cumilla_housing
Cumilla,Dharmapur,Large,3,,1830,6377710,Cumilla_housing
Cumilla,Kandirpar,Medium,3,,1746,8610798,Cumilla_housing
Cumilla,Race Course,Medium,3,,1663,7751132,Cumilla_housing
Cumilla,Kotbari,Small,2,,885,4658979,Cumilla_housing
Cumilla,Police Line,Medium,2,,1630,7115892,Cumilla_housing
Cumilla,Shashongacha,Small,2,,800,3101938,Cumilla_housing
Cumilla,Chawkbazar,Medium,3,,1725,5603571,Cumilla_housing
Cumilla,Jhawtala,Medium,2,,1561,6876910,Cumilla_housing
Cumilla,Kandirpar,Small,2,,800,5034600,Cumilla_housing
Cumilla,Chawkbazar,Medium,2,,1363,5356963,Cumilla_housing
Cumilla,Kandirpar,Large,4,,2530,10858538,Cumilla_housing
Cumilla,Jhawtala,Large,3,,1953,9724896,Cumilla_housing
Cumilla,Tomsom Bridge,Medium,2,,1245,5234266,Cumilla_housing
Cumilla,Police Line,Large,3,,2186,8004499,Cumilla_housing
Cumilla,Jhawtala,Large,4,,2216,10144917,Cumilla_housing
Cumilla,Bagichagaon,Medium,3,,1670,7177733,Cumilla_housing
